row.ID,Fold_changed,rank,group
8963,-2.473385111,463,0.5
9092,-2.47307984,464,0.5
9330,-2.472235538,465,0.5
6226,-2.471564595,466,0.5
8518,-2.47127465,467,0.5
9265,-2.470420748,468,0.5
4220,-2.469976054,469,0.5
7810,-2.469685047,470,0.5
1999,-2.469582292,471,0.5
9394,-2.469479512,472,0.5
9080,-2.469222457,473,0.5
9293,-2.468553401,474,0.5
5774,-2.467089851,475,0.5
8320,-2.466936556,476,0.5
9054,-2.466850385,477,0.5
5433,-2.466557275,478,0.5
8774,-2.464621235,479,0.5
4116,-2.464487661,480,0.5
6324,-2.463259379,481,0.5
6474,-2.463076597,482,0.5
6956,-2.462572099,483,0.5
9485,-2.462154139,484,0.5
4768,-2.460902383,485,0.5
6916,-2.460565713,486,0.5
7221,-2.458840043,487,0.5
5587,-2.457917086,488,0.5
9432,-2.457723507,489,0.5
8186,-2.45645431,490,0.5
7013,-2.455310388,491,0.5
9012,-2.45480942,492,0.5
4954,-2.453851695,493,0.5
5567,-2.453701521,494,0.5
7444,-2.453560022,495,0.5
1268,-2.453176065,496,0.5
9366,-2.45301595,497,0.5
7505,-2.452560647,498,0.5
6274,-2.45207185,499,0.5
8734,-2.451465119,500,0.5
8912,-2.451179305,501,0.5
7244,-2.450463946,502,0.5
7937,-2.45014165,503,0.5
6826,-2.449514276,504,0.5
9667,-2.449065597,505,0.5
4557,-2.448464181,506,0.5
8528,-2.448292783,507,0.5
6450,-2.448004873,508,0.5
9511,-2.446309535,509,0.5
9127,-2.445821351,510,0.5
9138,-2.444299035,511,0.5
7463,-2.443244789,512,0.5
6003,-2.443153147,513,0.5
4189,-2.442953512,514,0.5
7288,-2.4429353,515,0.5
8242,-2.442425073,516,0.5
8887,-2.442242704,517,0.5
4707,-2.441494188,518,0.5
6789,-2.441220018,519,0.5
9033,-2.440616233,520,0.5
7642,-2.439387781,521,0.5
7397,-2.438671108,522,0.5
8622,-2.43853602,523,0.5
5487,-2.437861131,524,0.5
7761,-2.437750563,525,0.5
7291,-2.436680281,526,0.5
9214,-2.43655709,527,0.5
7361,-2.43610715,528,0.5
7497,-2.436033142,529,0.5
6125,-2.435940615,530,0.5
6026,-2.435014258,531,0.5
1942,-2.434981245,532,0.5
8968,-2.434659578,533,0.5
7010,-2.434160261,534,0.5
8616,-2.433397672,535,0.5
8790,-2.432835723,536,0.5
3760,-2.431887146,537,0.5
9540,-2.429939969,538,0.5
3874,-2.428974242,539,0.5
8480,-2.427229385,540,0.5
7384,-2.426888274,541,0.5
5262,-2.425883984,542,0.5
9681,-2.425829837,543,0.5
5239,-2.425583504,544,0.5
6253,-2.425071442,545,0.5
5967,-2.424691748,546,0.5
8027,-2.42433073,547,0.5
7278,-2.423988437,548,0.5
9547,-2.423769466,549,0.5
9280,-2.422616558,550,0.5
7364,-2.421769271,551,0.5
7641,-2.421584798,552,0.5
6310,-2.418975378,553,0.5
6543,-2.41869242,554,0.5
7684,-2.417693622,555,0.5
5536,-2.417123948,556,0.5
6225,-2.416408264,557,0.5
3317,-2.415885263,558,0.5
8735,-2.41586588,559,0.5
8557,-2.415807728,560,0.5
6085,-2.415594434,561,0.5
4393,-2.415028522,562,0.5
6473,-2.41489565,563,0.5
6014,-2.414740211,564,0.5
9484,-2.41450695,565,0.5
4822,-2.413280266,566,0.5
8215,-2.413263737,567,0.5
5765,-2.412540968,568,0.5
3442,-2.410698781,569,0.5
9631,-2.410365199,570,0.5
7279,-2.409792279,571,0.5
9545,-2.409539954,572,0.5
7808,-2.409402261,573,0.5
5946,-2.408512369,574,0.5
8153,-2.407628019,575,0.5
5069,-2.407153661,576,0.5
9019,-2.406340671,577,0.5
9109,-2.406143926,578,0.5
911,-2.405653656,579,0.5
8773,-2.40525103,580,0.5
8846,-2.405171573,581,0.5
2394,-2.404422136,582,0.5
5434,-2.404236858,583,0.5
9645,-2.40393812,584,0.5
8403,-2.403639177,585,0.5
9000,-2.402621229,586,0.5
9118,-2.402521301,587,0.5
6562,-2.402241382,588,0.5
7917,-2.401901238,589,0.5
8389,-2.401640947,590,0.5
8693,-2.401540794,591,0.5
8565,-2.401320376,592,0.5
3879,-2.400979509,593,0.5
8527,-2.400053687,594,0.5
7504,-2.399854757,595,0.5
6281,-2.39848506,596,0.5
7990,-2.398314533,597,0.5
7350,-2.397919808,598,0.5
4852,-2.39707055,599,0.5
9653,-2.396714094,600,0.5
8563,-2.396504467,601,0.5
7188,-2.395834138,602,0.5
7919,-2.395184118,603,0.5
5232,-2.39495378,604,0.5
9474,-2.394919769,605,0.5
4709,-2.394847946,606,0.5
490,-2.394372901,607,0.5
8643,-2.393009726,608,0.5
7846,-2.392860483,609,0.5
8233,-2.391714479,610,0.5
8109,-2.391591513,611,0.5
5711,-2.391549302,612,0.5
7842,-2.39092628,613,0.5
4409,-2.390852987,614,0.5
5607,-2.390195463,615,0.5
6914,-2.389512081,616,0.5
5520,-2.389372155,617,0.5
8206,-2.388867855,618,0.5
6619,-2.388278863,619,0.5
4197,-2.387472604,620,0.5
9170,-2.386821137,621,0.5
9387,-2.386768488,622,0.5
6799,-2.386685576,623,0.5
4873,-2.386540441,624,0.5
8167,-2.386312275,625,0.5
3803,-2.386211616,626,0.5
4629,-2.386132546,627,0.5
7340,-2.385876351,628,0.5
4668,-2.385088612,629,0.5
4767,-2.384586778,630,0.5
9288,-2.383877964,631,0.5
5943,-2.383585763,632,0.5
8664,-2.383481358,633,0.5
3480,-2.38327833,634,0.5
9333,-2.382666134,635,0.5
7758,-2.382645211,636,0.5
6563,-2.382567321,637,0.5
5155,-2.382184643,638,0.5
8656,-2.381819159,639,0.5
8772,-2.380778988,640,0.5
5072,-2.379103323,641,0.5
1133,-2.378904712,642,0.5
9606,-2.378500745,643,0.5
8884,-2.37835564,644,0.5
5631,-2.376831501,645,0.5
9461,-2.376619391,646,0.5
9348,-2.376003687,647,0.5
6275,-2.375683347,648,0.5
7910,-2.375408384,649,0.5
8891,-2.374982668,650,0.5
1620,-2.374876174,651,0.5
7960,-2.374279322,652,0.5
1895,-2.373361129,653,0.5
6749,-2.372274532,654,0.5
9559,-2.371411552,655,0.5
3008,-2.369453183,656,0.5
9466,-2.368697606,657,0.5
5601,-2.367875775,658,0.5
8343,-2.367875775,659,0.5
9541,-2.367139131,660,0.5
5897,-2.367052385,661,0.5
6702,-2.366683521,662,0.5
7138,-2.36574911,663,0.5
4515,-2.365270261,664,0.5
8695,-2.365270261,665,0.5
8904,-2.364790883,666,0.5
6452,-2.36477833,667,0.5
7843,-2.364560102,668,0.5
233,-2.364524364,669,0.5
8522,-2.364409857,670,0.5
9595,-2.363874235,671,0.5
3459,-2.363786834,672,0.5
6859,-2.36361198,673,0.5
4150,-2.362824263,674,0.5
8185,-2.361928508,675,0.5
9388,-2.361334275,676,0.5
8648,-2.360618106,677,0.5
5299,-2.360606622,678,0.5
7181,-2.360474523,679,0.5
2014,-2.359699998,680,0.5
7695,-2.358554572,681,0.5
8285,-2.358488215,682,0.5
8834,-2.358403468,683,0.5
8146,-2.357824089,684,0.5
7345,-2.357729981,685,0.5
8626,-2.357402949,686,0.5
4293,-2.357225505,687,0.5
9463,-2.356626095,688,0.5
4710,-2.356610675,689,0.5
7275,-2.356137075,690,0.5
7394,-2.355774874,691,0.5
6516,-2.35553616,692,0.5
9368,-2.354979015,693,0.5
7536,-2.35446581,694,0.5
3895,-2.353795499,695,0.5
3151,-2.353467414,696,0.5
9174,-2.353415196,697,0.5
5634,-2.353191333,698,0.5
7767,-2.35303456,699,0.5
8309,-2.352451765,700,0.5
8798,-2.35193068,701,0.5
8553,-2.35085629,702,0.5
3775,-2.350829274,703,0.5
514,-2.349724757,704,0.5
4995,-2.348508624,705,0.5
5156,-2.348214272,706,0.5
6488,-2.348014093,707,0.5
5738,-2.347602286,708,0.5
6161,-2.346701479,709,0.5
8928,-2.346263535,710,0.5
4721,-2.345943327,711,0.5
2486,-2.345328131,712,0.5
6585,-2.344963158,713,0.5
6074,-2.344740839,714,0.5
6359,-2.344415123,715,0.5
8312,-2.343843518,716,0.5
411,-2.343774875,717,0.5
9371,-2.343271159,718,0.5
5533,-2.340999364,719,0.5
8579,-2.340605498,720,0.5
4023,-2.340536341,721,0.5
5725,-2.340251071,722,0.5
8087,-2.339982688,723,0.5
9014,-2.339543879,724,0.5
7376,-2.338965821,725,0.5
4411,-2.337412823,726,0.5
8340,-2.336924917,727,0.5
8957,-2.336587802,728,0.5
5252,-2.335830946,729,0.5
6178,-2.335781662,730,0.5
2922,-2.33510376,731,0.5
3840,-2.334175891,732,0.5
9612,-2.333823594,733,0.5
7744,-2.333494139,734,0.5
8029,-2.333048721,735,0.5
8845,-2.333001808,736,0.5
7373,-2.332837574,737,0.5
7257,-2.332673277,738,0.5
567,-2.332602845,739,0.5
9597,-2.332485434,740,0.5
1674,-2.332184301,741,0.5
7794,-2.331532462,742,0.5
4903,-2.331403753,743,0.5
6890,-2.330637049,744,0.5
5371,-2.329894311,745,0.5
3432,-2.329397879,746,0.5
7975,-2.329204106,747,0.5
3389,-2.329203562,748,0.5
8707,-2.327902631,749,0.5
7395,-2.327293925,750,0.5
8987,-2.326697829,751,0.5
8694,-2.326645416,752,0.5
3950,-2.325896662,753,0.5
9275,-2.325477477,754,0.5
1298,-2.325453609,755,0.5
7270,-2.325104983,756,0.5
8172,-2.324721331,757,0.5
7730,-2.324523668,758,0.5
7135,-2.324497802,759,0.5
9079,-2.32411489,760,0.5
8964,-2.323731639,761,0.5
9644,-2.323635774,762,0.5
6657,-2.323036135,763,0.5
2502,-2.322459701,764,0.5
5245,-2.322099042,765,0.5
3731,-2.321949881,766,0.5
5493,-2.32152122,767,0.5
4661,-2.321232234,768,0.5
8173,-2.321087598,769,0.5
6981,-2.320677533,770,0.5
6360,-2.320526461,771,0.5
8306,-2.320460283,772,0.5
7970,-2.319833559,773,0.5
8116,-2.31976968,774,0.5
2747,-2.318477129,775,0.5
6453,-2.318171586,776,0.5
7224,-2.317604965,777,0.5
8364,-2.317095042,778,0.5
7934,-2.316872054,779,0.5
6665,-2.315956405,780,0.5
9164,-2.313563971,781,0.5
5632,-2.313548418,782,0.5
237,-2.313499351,783,0.5
8746,-2.313450278,784,0.5
7157,-2.3134012,785,0.5
4339,-2.313229382,786,0.5
6544,-2.313057496,787,0.5
8769,-2.312663206,788,0.5
7837,-2.311630674,789,0.5
4941,-2.311454533,790,0.5
5584,-2.309951858,791,0.5
4883,-2.308796322,792,0.5
5187,-2.308663664,793,0.5
9632,-2.30784417,794,0.5
9369,-2.30741453,795,0.5
3088,-2.3069235,796,0.5
9251,-2.306848766,797,0.5
3787,-2.305726203,798,0.5
5641,-2.305676244,799,0.5
1395,-2.305490778,800,0.5
6848,-2.305326369,801,0.5
8852,-2.305294287,802,0.5
7036,-2.304976212,803,0.5
7818,-2.304775996,804,0.5
6944,-2.304542498,805,0.5
4192,-2.30427505,806,0.5
8402,-2.303924045,807,0.5
5667,-2.303431746,808,0.5
5375,-2.30335461,809,0.5
3378,-2.30332166,810,0.5
9358,-2.300195956,811,0.5
8885,-2.299078782,812,0.5
8624,-2.298929199,813,0.5
9529,-2.298453828,814,0.5
8934,-2.29773507,815,0.5
7948,-2.297607841,816,0.5
4644,-2.297531486,817,0.5
7911,-2.296333502,818,0.5
1761,-2.295899374,819,0.5
7723,-2.295746048,820,0.5
3051,-2.29554153,821,0.5
6054,-2.295208982,822,0.5
2130,-2.295202184,823,0.5
8844,-2.295183391,824,0.5
7554,-2.294568751,825,0.5
8644,-2.29427936,826,0.5
5037,-2.294182043,827,0.5
9194,-2.293722756,828,0.5
4052,-2.29346534,829,0.5
9224,-2.293182622,830,0.5
9274,-2.293043916,831,0.5
9416,-2.292487894,832,0.5
5026,-2.292418172,833,0.5
6812,-2.292392081,834,0.5
5604,-2.292084123,835,0.5
9067,-2.290552245,836,0.5
5204,-2.290349846,837,0.5
6383,-2.287907065,838,0.5
8800,-2.287837262,839,0.5
9110,-2.287671557,840,0.5
5442,-2.287020109,841,0.5
4793,-2.286994031,842,0.5
8886,-2.286733162,843,0.5
7957,-2.286393798,844,0.5
7349,-2.286054169,845,0.5
9619,-2.285478806,846,0.5
6580,-2.285347935,847,0.5
8711,-2.285347935,848,0.5
7913,-2.285007486,849,0.5
8994,-2.285007486,850,0.5
5803,-2.284535655,851,0.5
8189,-2.284300556,852,0.5
9244,-2.284115819,853,0.5
6696,-2.283932012,854,0.5
8881,-2.283459011,855,0.5
8945,-2.283432718,856,0.5
4538,-2.282972093,857,0.5
9448,-2.282221516,858,0.5
8056,-2.281773042,859,0.5
907,-2.281324104,860,0.5
8577,-2.280766985,861,0.5
6105,-2.279603285,862,0.5
7709,-2.279567914,863,0.5
6382,-2.27939102,864,0.5
6235,-2.279204403,865,0.5
8062,-2.278992743,866,0.5
6485,-2.278673858,867,0.5
7144,-2.27843454,868,0.5
1896,-2.278035385,869,0.5
5788,-2.277689153,870,0.5
9472,-2.277422633,871,0.5
9341,-2.276675505,872,0.5
